Region,Customer Segment,Age Range,Season,Distance (Miles),Staffing Level (Proxy),Track Congestion (Proxy),Total Fare Amount,Communication About Status,Cleanliness,Comfort,Wi-Fi,Food & Beverage,Departure Delay (Minutes),Arrival Delay (Minutes),On-time Performance,Overall Satisfaction
Southwest,Leisure,45-54,Fall,163.1,0.604,0.407,77.22,3.29,4.39,4.26,2.91,3.65,23.9,27.3,3.88,5.0
Southeast,Leisure,45-54,Fall,146.4,0.538,0.148,88.97,5.0,3.77,3.51,3.53,3.56,12.2,21.3,4.0,5.0
Midwest,Leisure,55-64,Winter,162.2,0.2,0.821,66.31,2.94,3.86,2.38,3.74,2.99,69.0,73.3,1.88,5.0
West,Leisure,65+,Spring,269.1,0.911,0.406,91.3,2.99,5.0,5.0,3.1,3.11,43.5,52.3,2.57,5.0
West,Business,35-44,Winter,353.5,0.911,0.165,123.97,4.55,4.35,3.77,4.47,3.87,19.2,24.9,3.75,5.0
Midwest,Commuter,65+,Winter,220.8,0.46,0.373,112.0,3.36,3.38,3.7,2.94,4.82,56.4,53.8,2.57,5.0
Southeast,Business,65+,Winter,364.3,0.872,0.247,140.53,5.0,3.75,4.65,,4.06,13.7,22.9,3.94,5.0
West,Leisure,35-44,Fall,148.5,0.534,0.787,88.15,3.64,4.39,3.39,3.84,4.19,50.9,53.3,2.75,5.0
Southeast,Business,18-24,Spring,392.7,0.321,0.557,130.83,3.82,4.39,4.5,3.9,4.9,18.1,26.9,3.92,5.0
Southeast,Commuter,25-34,Spring,222.9,0.558,0.073,82.29,5.0,3.86,3.45,4.71,2.48,2.2,6.8,4.62,5.0
West,Business,55-64,Winter,336.1,0.592,0.834,139.07,2.94,2.98,4.96,2.6,3.75,54.9,58.5,2.12,5.0
Midwest,Leisure,25-34,Winter,150.5,0.457,0.193,62.88,4.32,3.26,3.96,2.36,4.4,27.2,30.4,3.72,5.0
Southwest,Leisure,35-44,Summer,216.8,0.322,0.671,90.95,3.18,3.87,3.12,2.9,3.91,69.8,71.6,1.58,5.0
Midwest,Commuter,45-54,Fall,601.2,0.515,0.311,172.66,3.82,4.21,5.0,5.0,,29.4,37.3,3.3,5.0
Southwest,Commuter,65+,Summer,215.9,0.698,0.016,94.93,4.04,4.55,4.13,4.46,2.42,0.0,7.4,4.74,5.0
Southeast,Leisure,55-64,Summer,351.7,0.674,0.0,93.61,4.9,2.72,3.28,2.93,4.6,7.9,11.5,4.77,5.0
Southeast,Commuter,55-64,Spring,376.8,0.359,1.0,137.85,3.1,4.3,2.62,2.87,3.45,110.2,117.1,1.0,4.43
Southeast,Leisure,35-44,Fall,293.3,0.702,0.37,121.19,4.07,4.81,4.2,,3.42,47.4,49.8,2.83,5.0
Northeast,Leisure,25-34,Fall,323.7,0.372,0.401,125.81,4.07,2.35,4.58,,3.09,34.2,46.4,2.59,5.0
West,Business,45-54,Fall,150.8,0.586,0.8,72.95,3.9,3.89,3.95,3.77,4.48,54.7,59.7,2.13,5.0
Southeast,Business,25-34,Summer,120.4,0.4,0.447,74.67,3.23,4.25,3.85,3.76,3.96,20.7,19.1,4.11,5.0
Midwest,Leisure,45-54,Summer,103.6,0.204,1.0,59.32,1.8,2.86,4.65,,2.87,95.9,98.0,1.0,4.53
West,Commuter,65+,Winter,261.7,0.729,0.142,104.97,4.77,3.67,4.14,4.98,3.97,33.7,39.1,3.26,5.0
West,Commuter,45-54,Winter,212.1,0.539,0.2,110.67,3.85,4.21,3.2,3.19,3.27,30.2,34.9,3.45,5.0
Midwest,Leisure,45-54,Winter,251.1,0.718,0.711,94.44,3.73,3.65,3.28,3.15,3.93,55.4,57.9,2.2,5.0
Midwest,Business,45-54,Spring,91.9,0.971,0.318,77.57,5.0,3.87,4.18,3.17,4.41,4.2,3.3,4.95,5.0
West,Business,55-64,Summer,133.1,0.793,0.305,62.74,3.66,4.13,4.09,3.17,4.27,6.2,14.8,4.19,5.0
Southwest,Business,35-44,Winter,346.2,0.599,0.244,127.06,2.44,3.2,4.44,3.61,1.57,20.7,24.1,3.94,5.0
West,Commuter,35-44,Fall,232.2,0.352,0.49,107.8,2.3,3.14,3.86,3.7,3.53,41.5,42.0,3.4,5.0
West,Business,25-34,Summer,223.9,0.516,0.212,98.66,3.88,4.14,4.13,4.67,4.43,13.0,10.1,4.38,5.0
West,Leisure,45-54,Summer,180.6,0.354,0.092,89.78,,4.35,3.85,,2.42,14.6,17.2,4.25,5.0
Northeast,Leisure,25-34,Fall,125.3,0.833,0.401,63.61,4.96,4.26,4.42,3.68,4.96,20.7,18.0,4.12,5.0
Midwest,Commuter,35-44,Summer,400.1,1.0,0.0,130.41,5.0,4.92,4.32,2.83,3.76,0.0,16.8,4.08,5.0
Northeast,Commuter,55-64,Winter,438.0,0.468,0.055,142.67,2.39,4.09,3.46,3.61,3.96,30.1,33.4,3.52,5.0
Southwest,Leisure,18-24,Fall,217.5,0.535,0.565,85.61,5.0,4.98,3.53,5.0,3.97,54.1,55.3,2.39,5.0
West,Leisure,45-54,Fall,53.6,0.51,0.267,60.23,4.01,3.89,3.88,3.17,1.89,0.0,9.8,4.69,5.0
Midwest,Business,25-34,Winter,192.1,0.205,0.783,96.32,3.88,3.85,3.64,5.0,3.94,56.3,64.5,2.2,5.0
Midwest,Leisure,25-34,Summer,456.1,0.584,0.23,150.37,4.05,4.13,4.6,2.64,3.56,27.8,29.6,3.93,5.0
Northeast,Leisure,18-24,Spring,135.6,0.447,0.021,42.75,,3.45,3.78,,2.69,26.2,28.9,3.82,5.0
West,Commuter,25-34,Winter,156.9,0.223,0.418,78.74,3.43,3.25,2.57,2.87,4.51,41.2,45.3,3.07,5.0
Northeast,Commuter,65+,Spring,336.9,1.0,0.0,130.19,3.86,3.56,2.97,3.64,1.49,9.0,11.8,4.16,5.0
Northeast,Commuter,65+,Fall,155.2,0.695,0.526,73.62,3.38,3.61,3.54,3.2,2.59,15.1,20.7,4.21,5.0
Southeast,Business,55-64,Spring,210.1,0.337,0.212,93.94,3.46,5.0,4.11,3.82,4.38,29.9,28.4,3.85,5.0
Northeast,Leisure,45-54,Summer,42.5,0.726,0.848,62.86,3.34,5.0,3.21,1.11,4.05,30.3,24.3,3.79,5.0
Midwest,Commuter,55-64,Fall,443.9,0.563,0.212,154.58,4.78,3.68,4.12,2.52,2.63,36.1,48.8,3.09,5.0
Midwest,Leisure,65+,Spring,320.8,0.822,0.351,120.11,4.39,3.76,3.21,4.91,2.52,11.3,19.9,4.25,5.0
Southeast,Leisure,35-44,Fall,384.5,0.467,0.316,112.64,4.89,2.55,3.75,2.13,2.95,28.5,43.6,3.07,5.0
Northeast,Commuter,18-24,Spring,113.3,0.591,0.483,61.38,3.45,3.3,3.97,3.0,3.47,22.0,23.8,4.05,5.0
Northeast,Business,55-64,Fall,498.3,1.0,0.14,164.72,,3.61,3.0,3.98,,20.9,37.0,3.41,5.0
Southeast,Commuter,65+,Winter,198.5,0.334,0.639,69.31,4.0,3.5,3.88,3.13,3.08,50.1,51.8,2.7,5.0
Northeast,Leisure,25-34,Fall,403.4,0.692,0.371,149.3,4.25,3.6,4.84,,3.31,4.0,16.6,4.22,5.0
Southwest,Commuter,35-44,Winter,257.5,1.0,0.222,104.71,5.0,4.23,3.66,3.83,3.0,0.6,13.2,4.6,5.0
Northeast,Business,35-44,Fall,329.3,0.591,0.561,116.55,4.91,4.36,3.73,3.95,2.82,25.2,28.1,3.51,5.0
Southeast,Business,35-44,Summer,269.2,0.2,0.815,95.12,3.38,3.26,3.74,2.62,2.1,81.9,80.1,1.43,5.0
Southeast,Commuter,55-64,Summer,154.5,0.397,0.727,92.51,4.3,4.66,3.68,,3.17,45.0,48.9,3.03,5.0
Midwest,Leisure,35-44,Fall,67.8,0.312,0.608,45.87,3.72,3.96,3.61,3.85,,60.8,62.9,2.19,5.0
Northeast,Business,65+,Summer,421.1,0.423,0.788,124.57,3.23,4.34,3.59,4.05,2.36,50.8,58.5,2.49,5.0
Northeast,Business,55-64,Summer,27.9,0.33,0.49,47.35,4.29,3.5,2.5,3.48,3.43,16.8,21.2,4.05,5.0
West,Business,18-24,Fall,350.3,0.57,0.752,130.93,4.01,4.21,3.99,4.62,4.29,49.7,52.2,2.5,5.0
Northeast,Commuter,55-64,Fall,420.8,0.916,0.365,156.25,3.95,4.33,3.02,3.47,3.35,20.6,28.5,3.86,5.0
Midwest,Business,55-64,Winter,80.6,0.507,0.699,75.0,3.37,4.73,3.92,2.45,3.6,52.7,51.2,2.92,5.0
Midwest,Leisure,35-44,Fall,160.0,0.616,0.449,74.38,3.48,4.3,4.18,3.13,4.13,59.3,68.9,1.81,5.0
Southeast,Leisure,35-44,Summer,74.2,0.399,0.157,62.1,4.18,4.31,3.9,4.21,,27.7,32.3,3.63,5.0
Midwest,Commuter,55-64,Winter,140.1,0.311,0.911,81.35,3.35,3.44,2.97,2.42,,56.1,56.0,2.52,5.0
West,Commuter,35-44,Fall,380.9,0.662,0.791,122.93,3.87,4.65,3.92,1.49,1.17,51.2,59.0,2.29,5.0
West,Commuter,25-34,Fall,327.1,0.439,0.727,99.69,3.15,3.05,3.48,3.57,2.56,50.7,56.5,2.64,5.0
Southeast,Leisure,25-34,Fall,302.2,0.611,0.571,106.3,3.74,3.56,3.27,,2.24,33.1,33.8,3.44,5.0
Southeast,Leisure,25-34,Fall,160.7,0.42,0.426,86.21,,3.98,5.0,5.0,4.47,40.6,50.2,2.58,5.0
Southeast,Business,45-54,Spring,30.7,0.269,0.369,75.37,3.92,3.04,2.95,3.38,3.74,32.5,31.4,3.53,5.0
Midwest,Business,25-34,Spring,89.1,0.609,0.359,74.13,3.39,3.35,4.03,4.3,2.15,17.7,31.8,3.54,5.0
Southwest,Leisure,45-54,Spring,180.6,0.972,0.0,93.84,4.57,3.53,4.86,3.1,,7.8,11.5,4.38,5.0
Southeast,Business,35-44,Spring,103.1,0.926,0.0,81.46,4.14,4.29,4.05,3.95,,9.1,16.1,4.19,5.0
Southeast,Leisure,55-64,Winter,352.4,0.914,0.258,107.05,4.88,3.96,3.34,3.74,3.59,17.1,24.2,3.73,5.0
West,Business,35-44,Summer,507.2,0.83,0.249,149.14,3.89,4.59,3.36,,3.45,39.0,50.4,2.68,5.0
Northeast,Leisure,65+,Fall,256.4,0.719,0.079,111.87,3.75,5.0,2.74,3.53,,0.0,3.4,4.87,5.0
Midwest,Leisure,65+,Fall,79.9,0.2,0.572,79.66,3.77,3.86,3.63,2.7,2.36,67.7,62.1,2.07,5.0
Southwest,Leisure,25-34,Summer,429.9,0.534,0.113,133.54,3.3,3.56,3.75,4.13,,15.6,30.9,3.44,5.0
Northeast,Commuter,45-54,Fall,224.0,0.724,0.38,108.84,4.05,4.18,3.54,2.78,5.0,36.9,38.9,3.09,5.0
Northeast,Business,25-34,Winter,206.0,0.947,0.183,97.97,5.0,3.54,4.78,2.81,2.96,23.4,33.4,3.47,5.0
Northeast,Commuter,55-64,Spring,287.6,0.618,0.121,97.13,3.69,3.87,3.66,3.3,4.27,15.2,29.3,3.6,5.0
West,Business,45-54,Fall,91.8,0.752,0.0,65.89,4.61,5.0,2.64,3.14,2.99,0.0,0.0,4.75,5.0
Northeast,Leisure,25-34,Fall,162.4,0.2,0.693,67.81,2.82,3.58,4.62,3.12,4.02,50.9,50.7,2.52,5.0
Northeast,Leisure,25-34,Fall,197.4,0.706,0.341,85.0,4.47,4.13,2.91,2.81,3.8,3.0,4.6,4.78,5.0
Northeast,Business,35-44,Spring,243.4,0.434,0.128,108.69,4.11,3.72,4.01,4.16,3.17,5.7,3.0,4.8,5.0
Northeast,Leisure,55-64,Winter,258.2,0.285,0.221,86.43,3.76,3.5,4.06,4.08,,53.4,60.0,2.28,5.0
Southwest,Business,55-64,Fall,287.3,0.564,0.191,91.25,3.36,4.17,3.64,,4.3,34.1,45.0,3.21,5.0
Southeast,Commuter,18-24,Spring,142.6,0.57,0.667,73.23,4.58,3.12,4.35,,3.29,35.9,35.0,3.46,5.0
Midwest,Commuter,25-34,Summer,58.0,0.49,0.312,75.31,4.65,3.75,3.73,1.79,3.05,13.0,16.0,3.99,5.0
Midwest,Leisure,35-44,Winter,179.4,0.322,0.584,64.64,3.53,2.95,3.37,3.26,3.77,63.2,65.9,1.94,5.0
West,Business,45-54,Fall,193.6,0.483,0.919,93.26,3.28,4.77,2.22,3.89,4.67,45.0,48.0,2.89,5.0
Northeast,Leisure,25-34,Spring,56.0,0.723,0.269,57.94,4.42,4.55,2.53,4.43,2.0,0.0,1.0,4.85,5.0
West,Leisure,35-44,Fall,137.5,0.634,0.028,62.72,3.61,3.46,5.0,3.19,2.1,27.4,31.5,3.43,5.0
Southwest,Business,65+,Summer,230.3,0.549,0.858,92.43,,2.76,4.21,4.28,4.49,33.1,35.2,3.55,5.0
Northeast,Business,35-44,Spring,151.7,1.0,0.692,90.47,3.79,4.39,4.71,3.68,2.82,49.6,52.7,2.56,5.0
West,Business,55-64,Spring,224.7,0.733,0.261,100.07,5.0,3.94,5.0,1.3,4.38,8.4,10.5,4.39,5.0
West,Leisure,35-44,Fall,147.5,0.799,0.348,71.33,4.33,5.0,3.52,3.31,2.66,16.5,20.0,3.97,5.0
Southeast,Commuter,35-44,Summer,299.8,0.487,0.717,117.12,,4.68,3.58,2.55,2.79,53.5,55.8,2.74,5.0
West,Commuter,45-54,Summer,108.7,0.682,0.209,87.59,4.02,4.32,2.58,2.86,4.18,0.0,5.8,4.56,5.0
Midwest,Business,25-34,Summer,207.6,1.0,0.0,108.62,4.75,3.78,3.63,4.34,3.97,0.0,2.8,4.84,5.0
Southwest,Commuter,25-34,Winter,213.8,0.777,0.532,95.0,,3.83,3.55,3.6,2.24,34.8,34.0,3.44,5.0
West,Leisure,65+,Winter,344.6,0.2,0.252,85.92,2.85,3.88,3.32,2.74,3.69,42.4,48.5,2.92,5.0
Southeast,Business,55-64,Winter,167.9,0.427,0.838,77.54,4.36,4.03,4.4,2.65,,50.0,53.1,2.48,5.0
West,Commuter,55-64,Spring,503.2,0.498,0.437,148.07,4.5,3.42,4.18,3.61,3.6,44.3,52.4,2.51,5.0
Southeast,Commuter,25-34,Summer,492.3,0.444,0.478,152.73,3.28,3.0,4.31,3.08,3.25,40.2,43.6,3.15,5.0
West,Commuter,18-24,Spring,113.6,0.304,0.251,63.12,4.37,4.91,2.77,3.75,,2.8,4.6,5.0,5.0
Southwest,Business,25-34,Winter,203.9,0.615,0.524,84.28,4.48,3.93,3.74,2.63,2.68,44.7,49.4,2.69,5.0
Northeast,Commuter,65+,Spring,85.9,0.2,0.803,77.31,3.68,3.95,3.83,2.8,1.65,40.6,44.0,2.92,5.0
Midwest,Business,55-64,Winter,274.4,0.782,0.052,108.64,3.93,3.48,5.0,2.51,2.7,9.7,19.3,4.5,5.0
Southeast,Leisure,45-54,Spring,150.4,0.633,0.678,73.32,3.6,4.74,3.81,2.84,3.86,37.0,42.0,3.05,5.0
Northeast,Leisure,65+,Summer,222.1,0.954,0.201,97.78,4.45,4.7,3.71,5.0,,0.0,5.8,4.69,5.0
Northeast,Business,25-34,Spring,176.5,0.703,0.237,79.4,5.0,3.99,4.51,2.77,2.5,14.7,20.5,4.1,5.0
Southeast,Business,45-54,Winter,810.8,0.735,0.461,224.96,3.62,4.09,3.57,2.97,4.25,63.9,77.8,1.56,5.0
Northeast,Business,25-34,Winter,189.4,0.86,0.757,79.11,4.34,4.2,4.12,2.71,3.61,33.7,41.2,3.18,5.0
Northeast,Commuter,25-34,Spring,179.2,0.813,0.667,93.3,3.43,4.07,4.09,3.21,3.84,37.6,40.9,3.3,5.0
Southwest,Business,65+,Winter,357.7,0.2,1.0,120.88,2.27,4.03,3.23,3.02,2.23,88.9,95.3,1.0,4.34
Southwest,Leisure,55-64,Fall,387.2,0.753,0.899,149.07,3.28,4.2,3.28,4.29,4.9,66.1,68.9,1.87,5.0
Southwest,Leisure,25-34,Winter,241.8,0.712,0.34,72.33,4.41,3.85,3.69,3.03,3.7,27.5,34.1,3.63,5.0
Southeast,Business,25-34,Winter,393.4,1.0,0.21,146.21,3.52,3.4,3.5,3.57,4.71,33.7,42.9,2.72,5.0
West,Business,45-54,Summer,734.4,0.91,0.0,177.95,3.78,4.04,2.72,,,32.2,49.8,2.56,5.0
Midwest,Business,18-24,Summer,170.7,0.467,0.373,71.1,2.26,4.28,4.15,2.56,1.58,42.8,40.6,3.28,5.0
Northeast,Business,45-54,Summer,93.2,0.844,0.761,50.19,5.0,4.43,4.15,4.23,2.45,21.8,26.5,3.82,5.0
Northeast,Business,45-54,Winter,262.0,0.736,0.498,109.48,4.37,4.76,3.2,2.66,4.22,27.9,32.4,3.45,5.0
Southwest,Business,25-34,Summer,372.5,0.342,0.605,134.87,3.65,4.62,3.01,3.79,2.18,50.8,54.6,2.59,5.0
Northeast,Commuter,25-34,Fall,480.1,0.979,0.0,137.79,4.03,4.51,4.14,2.75,4.67,10.2,17.9,4.26,5.0
Midwest,Leisure,25-34,Summer,290.1,0.848,0.391,85.53,5.0,4.14,4.98,3.26,2.65,17.1,19.6,3.98,5.0
West,Business,65+,Spring,210.7,0.302,0.331,91.94,4.57,3.96,4.31,4.56,3.54,42.8,48.3,2.81,5.0
Northeast,Business,35-44,Spring,125.1,0.601,0.588,79.96,3.93,3.56,4.52,,3.46,44.0,44.7,2.81,5.0
Northeast,Leisure,45-54,Fall,422.1,0.981,0.0,116.91,4.31,4.57,3.58,1.93,3.05,1.7,9.8,4.73,5.0
West,Business,25-34,Winter,249.3,0.853,0.366,97.01,4.31,4.82,4.05,5.0,3.03,38.2,41.3,2.91,5.0
Midwest,Business,55-64,Summer,59.2,0.674,0.747,74.37,4.21,4.56,3.61,2.46,2.38,52.7,53.4,2.58,5.0
Northeast,Business,25-34,Spring,600.4,0.408,0.769,177.51,4.45,4.14,3.11,4.68,4.98,36.8,44.3,3.13,5.0
West,Business,18-24,Fall,97.2,0.2,0.586,55.64,3.46,3.56,3.7,2.76,3.64,42.3,36.2,3.67,5.0
West,Leisure,55-64,Winter,376.5,0.482,0.236,125.94,4.26,3.63,3.04,2.29,1.77,59.4,77.6,1.48,5.0
Midwest,Leisure,55-64,Summer,237.2,1.0,0.47,113.89,4.09,4.0,3.28,3.09,2.11,14.3,19.1,4.55,5.0
Southwest,Leisure,25-34,Spring,62.7,0.238,0.421,57.47,3.65,3.28,3.26,2.63,3.66,27.8,40.8,2.99,5.0
Southeast,Leisure,35-44,Spring,196.0,0.893,0.008,64.09,4.0,4.21,3.53,3.02,3.3,3.0,6.6,4.79,5.0
Northeast,Business,65+,Spring,171.0,0.461,0.522,102.33,2.21,2.15,3.62,3.28,1.59,30.3,33.6,3.39,5.0
Midwest,Commuter,25-34,Winter,74.1,0.787,0.839,59.22,3.9,3.67,2.29,3.71,5.0,43.3,43.6,3.28,5.0
Southeast,Business,25-34,Fall,274.0,0.331,0.323,99.07,3.15,3.81,2.95,4.34,1.0,36.7,44.4,2.99,5.0
Southwest,Leisure,35-44,Summer,346.4,0.636,0.223,96.96,4.2,5.0,4.79,3.5,2.84,8.7,16.0,4.12,5.0
West,Leisure,25-34,Summer,204.4,0.439,0.362,90.37,4.38,3.82,3.63,3.3,3.23,0.0,0.0,5.0,5.0
Northeast,Leisure,45-54,Summer,168.1,0.915,0.27,61.59,,4.08,4.17,2.86,2.7,24.6,23.7,3.87,5.0
Midwest,Business,45-54,Summer,286.3,0.549,0.0,102.27,5.0,3.37,3.96,3.1,4.01,12.0,12.9,4.23,5.0
Southeast,Leisure,45-54,Summer,21.7,0.2,0.825,49.99,2.92,4.73,3.48,2.69,3.63,56.4,57.2,2.38,5.0
West,Business,45-54,Spring,156.3,0.476,0.213,86.56,2.97,3.35,3.02,2.17,3.35,1.4,5.1,4.92,5.0
Southeast,Business,35-44,Winter,163.8,0.601,0.494,78.44,4.06,5.0,3.3,5.0,3.18,31.9,35.5,3.38,5.0
Southwest,Business,55-64,Winter,208.5,0.507,0.394,94.12,,3.41,5.0,3.46,3.71,29.8,31.0,3.55,5.0
Midwest,Leisure,18-24,Summer,70.7,0.751,0.768,61.35,3.39,4.54,3.35,3.53,3.09,27.7,24.3,3.91,5.0
Southeast,Leisure,25-34,Winter,47.1,0.41,0.478,57.13,3.26,3.77,4.83,4.19,1.85,45.1,50.6,2.36,5.0
Southwest,Business,45-54,Spring,103.8,1.0,0.0,79.65,4.18,3.76,3.51,1.43,4.2,0.0,2.8,5.0,5.0
Southwest,Business,35-44,Summer,271.5,0.45,0.942,98.03,3.18,4.43,3.41,4.98,4.79,38.4,46.1,2.92,5.0
Midwest,Leisure,18-24,Summer,162.0,0.995,0.0,72.12,5.0,4.89,3.85,2.81,3.4,9.4,16.4,4.41,5.0
West,Commuter,35-44,Winter,103.3,0.493,0.278,89.5,4.02,3.74,3.52,2.56,3.32,22.6,16.4,4.49,5.0
West,Business,55-64,Summer,548.0,0.514,0.13,167.49,4.06,3.84,3.0,2.86,3.2,18.7,29.8,3.5,5.0
Midwest,Business,25-34,Fall,168.0,0.498,0.32,82.92,4.86,3.6,3.64,4.05,2.04,32.6,40.4,2.99,5.0
Midwest,Leisure,55-64,Spring,209.3,0.463,0.0,90.82,,3.97,2.61,5.0,2.73,7.9,7.0,4.92,5.0
Northeast,Leisure,55-64,Winter,418.5,0.2,0.451,138.42,2.33,3.04,3.82,4.45,3.89,59.8,63.6,2.01,4.76
West,Leisure,45-54,Summer,228.0,0.649,0.706,84.09,3.05,2.31,3.85,2.9,,31.5,31.4,3.53,5.0
Midwest,Leisure,25-34,Summer,284.6,0.484,0.849,72.78,3.61,2.72,4.15,,,55.1,54.6,2.43,5.0
Midwest,Business,55-64,Spring,121.0,0.807,0.089,73.95,3.39,3.87,3.39,3.08,3.97,0.0,4.6,4.34,5.0
Northeast,Business,25-34,Summer,216.2,0.607,0.335,98.53,2.96,3.26,4.2,2.8,2.89,36.5,41.5,3.1,5.0
West,Commuter,65+,Fall,508.7,0.2,0.299,141.64,2.84,3.63,3.86,1.83,3.78,59.8,64.9,2.07,4.01
Southeast,Commuter,55-64,Summer,263.7,0.591,0.819,107.13,4.29,3.59,3.77,3.72,3.07,40.8,38.7,3.42,5.0
Southwest,Leisure,18-24,Fall,241.5,0.558,0.4,99.68,5.0,3.46,5.0,3.29,1.76,24.5,25.8,3.77,5.0
Northeast,Leisure,55-64,Winter,178.7,0.557,0.0,93.18,4.38,3.49,4.0,3.72,4.19,0.0,7.7,4.56,5.0
West,Business,35-44,Spring,85.0,0.218,0.0,53.06,3.54,4.29,3.24,3.77,3.64,3.8,0.6,5.0,5.0
Northeast,Commuter,35-44,Summer,393.0,0.825,0.339,137.78,3.89,4.15,4.82,3.94,5.0,24.3,24.9,4.01,5.0
Northeast,Commuter,35-44,Spring,199.3,0.2,0.993,97.0,3.03,4.64,3.92,3.03,,82.6,85.8,1.0,5.0
West,Leisure,45-54,Fall,132.7,0.435,0.202,87.89,4.96,3.88,4.88,4.57,3.88,5.1,2.6,4.58,5.0
West,Leisure,55-64,Summer,78.5,0.383,0.401,69.69,3.8,2.65,2.32,2.82,2.55,29.0,36.9,3.67,5.0
Northeast,Leisure,65+,Spring,249.0,0.667,0.238,101.58,3.84,3.31,3.49,2.83,2.49,24.7,29.9,3.89,5.0
Midwest,Commuter,25-34,Fall,94.9,0.541,0.468,69.46,3.67,3.94,3.45,3.08,5.0,28.0,28.0,3.64,5.0
Southwest,Business,45-54,Fall,395.0,0.568,0.463,121.6,3.28,4.03,2.35,3.71,1.39,54.6,60.6,2.22,5.0
West,Business,45-54,Winter,137.9,0.574,0.438,93.96,4.15,3.54,3.79,3.83,3.22,43.5,43.5,3.03,5.0
Southeast,Business,45-54,Summer,219.1,0.839,0.198,85.46,3.68,3.54,3.49,3.14,4.87,30.6,32.6,3.4,5.0
Midwest,Leisure,35-44,Spring,260.6,0.839,0.011,116.14,4.64,3.65,2.35,3.18,,1.4,15.8,4.2,5.0
Southwest,Business,35-44,Fall,243.1,0.242,0.187,103.29,3.57,3.63,3.04,4.22,,31.9,40.2,3.17,5.0
Southwest,Leisure,55-64,Spring,347.1,0.491,0.339,116.19,,3.82,4.62,2.22,4.04,27.5,33.2,3.29,5.0
West,Business,25-34,Spring,146.4,0.943,0.581,60.58,3.56,3.41,4.42,5.0,,21.5,24.9,4.23,5.0
Midwest,Business,25-34,Fall,210.2,1.0,0.0,96.08,,4.25,3.3,3.26,3.63,0.0,0.8,4.71,5.0
Northeast,Business,45-54,Fall,293.8,0.796,0.306,109.43,3.76,4.14,3.22,3.22,2.58,32.4,41.8,2.8,5.0
West,Leisure,25-34,Winter,481.1,0.854,0.652,133.93,4.16,3.96,4.36,3.67,4.5,44.7,40.4,3.32,5.0
West,Commuter,18-24,Summer,332.9,0.974,0.309,105.28,4.33,3.67,2.42,3.88,4.5,15.6,19.4,4.07,5.0
West,Business,18-24,Fall,369.2,0.531,1.0,141.16,4.27,4.27,4.07,2.69,2.8,70.9,73.4,1.76,5.0
Northeast,Leisure,45-54,Winter,170.8,0.693,0.877,81.62,4.23,4.74,2.43,3.56,1.0,48.6,54.9,2.53,5.0
Northeast,Leisure,65+,Summer,263.6,0.658,0.814,99.73,2.39,3.66,4.85,2.53,3.72,69.0,73.5,1.63,4.63
Southwest,Business,35-44,Fall,441.8,0.307,0.406,131.71,2.42,3.38,4.05,2.7,4.11,64.9,66.0,2.01,5.0
Northeast,Leisure,25-34,Fall,203.8,0.759,0.146,87.16,4.95,4.26,2.44,2.11,3.75,2.9,5.7,4.8,5.0
West,Leisure,55-64,Winter,264.5,0.2,0.835,117.84,3.04,3.0,3.29,3.21,3.53,69.1,73.5,1.86,5.0
Southeast,Leisure,25-34,Fall,65.5,0.2,1.0,57.74,2.84,2.93,3.78,,3.41,74.9,81.2,1.23,5.0
Southwest,Leisure,65+,Spring,310.4,1.0,0.038,107.87,5.0,3.71,2.41,1.89,3.02,11.2,17.6,4.28,5.0
West,Business,45-54,Spring,240.0,0.891,0.275,102.89,4.33,4.23,3.74,2.88,2.62,9.0,12.8,4.35,5.0
Southeast,Business,25-34,Spring,298.6,0.893,0.0,128.29,4.04,3.52,4.11,3.43,3.34,0.0,5.3,4.7,5.0
Southeast,Leisure,35-44,Summer,173.3,0.561,0.449,94.89,3.06,3.87,2.22,3.97,3.02,31.8,25.2,3.73,5.0
Southwest,Business,35-44,Winter,54.0,0.487,0.177,65.52,4.46,2.64,4.17,2.25,3.83,18.8,15.7,4.25,5.0
Midwest,Leisure,55-64,Summer,319.0,0.455,0.592,88.21,4.86,4.2,3.55,2.98,2.43,41.3,38.9,3.06,5.0
Midwest,Leisure,25-34,Winter,131.9,0.396,0.81,76.69,4.39,4.66,4.26,2.3,2.8,45.7,55.5,2.33,5.0
Southwest,Leisure,55-64,Fall,71.1,0.66,0.375,54.9,3.93,3.38,3.53,3.91,3.31,19.1,17.6,4.07,5.0
West,Business,55-64,Spring,230.2,0.833,0.198,96.29,4.1,4.28,3.01,2.88,2.58,24.2,30.4,3.29,5.0
Midwest,Commuter,55-64,Summer,516.4,0.893,0.006,138.07,4.53,3.92,2.96,3.87,2.02,9.5,14.8,4.19,5.0
Northeast,Business,65+,Winter,119.0,1.0,0.26,82.76,3.16,4.16,3.58,3.19,3.87,18.4,18.3,4.1,5.0
Southeast,Leisure,25-34,Winter,135.5,0.772,0.045,82.33,4.25,3.84,3.6,2.04,2.07,0.7,1.1,5.0,5.0
Southeast,Leisure,45-54,Winter,328.3,0.2,0.442,108.49,,3.52,4.3,3.08,3.3,18.2,25.9,3.62,5.0
Northeast,Leisure,55-64,Fall,183.6,0.977,0.0,90.97,5.0,3.59,3.6,,3.77,15.6,17.7,4.19,5.0
