Amtrak Product,Service Class,Total Fare Amount,Mileage,Departure Performance (Minutes Late),Arrival Performance (Minutes Late),Overall Trip Satisfaction,Boarding Station Overall,On-time Performance of the Train,Communication About Train Status,Cleanliness of the Train,Comfort of Train Ride,Food and Beverage on the Train,Wi-Fi on the Train,Friendliness of Amtrak Personnel at the Boarding Station,Friendliness of Amtrak Personnel on the Train,Age Range
Acela,Business Class,67.5,109,2,2,8,7,7,4,7,7,N/A,9,N/A,10,65 to 74
Acela,Business Class,71,300,0,72,,,,,,,,,,,
Acela,Business Class,277,241,5,-4,,,,,,,,,,,
Acela,Business Class,64.8,336,5,126,3,7,0,0,6,4,5,N/A,2,6,65 to 74
Acela,Business Class,63.9,225,0,1,,,,,,,,,,,
Acela,Business Class,100,231,116,128,8,7,7,7,9,9,N/A,N/A,8,8,45 to 54
Acela,First Class,475.3,261,0,5,9,9,10,10,10,8,9,N/A,10,10,75 or older
Acela,Business Class,71,225,0,1,10,10,10,10,10,10,5,8,10,10,55 to 64
Acela,Business Class,185,301,0,-2,,,,,,,,,,,
Acela,Business Class,69,322,5,26,,,,,,,,,,,
Acela,Business Class,114.3,166,0,-2,10,9,9,9,9,9,N/A,10,10,10,75 or older
Acela,Business Class,65,134,5,5,9,8,10,6,8,10,N/A,N/A,8,10,55 to 64
Acela,Business Class,180,322,7,128,6,10,0,0,10,10,N/A,7,10,3,65 to 74
Acela,Business Class,277,255,0,29,,,,,,,,,,,
Acela,First Class,153,91,28,26,5,7,5,1,3,4,0,,10,10,65 to 74
Acela,Business Class,63.9,225,0,1,10,7,10,10,10,10,N/A,N/A,3,4,55 to 64
Acela,Business Class,263,225,0,-2,6,6,3,8,9,10,N/A,N/A,4,4,55 to 64
Acela,Business Class,74,457,0,72,,,,,,,,,,,
Acela,Business Class,58,232,0,-4,,,,,,,,,,,
Acela,Business Class,71,225,0,1,8,8,3,5,6,7,5,1,7,4,45 to 54
Acela,Business Class,89.1,127,4,5,,,,,,,,,,,
Acela,Business Class,145.8,446,2,-2,10,5,10,10,10,10,5,N/A,10,10,65 to 74
Acela,Business Class,151.2,279,5,5,,,,,,,,,,,
Acela,Business Class,25,44,0,1,10,10,10,10,10,10,10,5,10,10,18 to 24
Acela,First Class,458.2,425,1,126,8,9,6,10,10,10,10,N/A,10,10,65 to 74
Acela,Business Class,121,225,28,20,4,6,1,1,4,4,N/A,5,8,8,25 to 34
Acela,Business Class,113,185,2,1,10,7,10,10,10,10,10,N/A,N/A,10,55 to 64
Acela,Business Class,255.6,185,0,1,,,,,,,,,,,
Acela,Business Class,145,185,1,11,8,2,9,9,8,8,8,7,8,6,55 to 64
Acela,Business Class,186,232,4,0,8,9,9,8,8,8,5,5,N/A,8,35 to 44
Acela,Business Class,216,116,0,0,,,,,,,,,,,
Acela,Business Class,155,225,0,1,,,,,,,,,,,
Acela,Business Class,162,457,0,1,10,10,10,9,10,10,N/A,8,N/A,9,55 to 64
Acela,Business Class,99,116,0,-3,,,,,,,,,,,
Acela,Business Class,86,134,2,0,10,10,10,10,10,10,N/A,10,10,10,55 to 64
Acela,First Class,375.4,263,1,-2,10,10,10,8,8,8,6,8,7,10,65 to 74
Acela,Business Class,249.3,220,2,-7,10,10,10,10,10,10,10,0,10,10,75 or older
Acela,Business Class,186,220,1,4,6,8,9,9,7,7,6,7,N/A,10,65 to 74
Acela,Business Class,136.8,232,0,-1,,,,,,,,,,,
Acela,Business Class,127,232,0,-4,10,9,9,9,9,10,8,8,10,10,35 to 44
Acela,Business Class,74,457,0,7,8,8,6,6,8,6,7,7,8,8,25 to 34
Acela,Business Class,213.3,457,0,2,,,,,,,,,,,
Acela,First Class,199,232,0,6,,,,,,,,,,,
Acela,First Class,193,183,1,4,9,8,8,8,8,9,8,N/A,8,8,Prefer not to answer
Acela,Business Class,114,201,0,-2,,,,,,,,,,,
Acela,First Class,343,457,0,2,9,9,10,9,9,9,7,9,10,10,55 to 64
Acela,Business Class,119,116,0,7,10,9,10,9,10,10,N/A,N/A,10,10,35 to 44
Acela,Business Class,71,261,0,123,,,,,,,,,,,
Acela,Business Class,207,188,116,133,,,,,,,,,,,
Acela,Business Class,121,215,8,0,,,,,,,,,,,
Acela,Business Class,162,413,0,126,8,10,5,7,8,9,9,8,9,9,25 to 34
Acela,First Class,534,457,0,0,,,,,,,,,,,
Acela,Business Class,85,0,0,1,9,9,10,8,7,9,7,8,9,10,45 to 54
Acela,Business Class,71,225,0,1,10,10,10,10,10,10,N/A,10,10,10,55 to 64
Acela,Business Class,108.9,225,2,-4,10,8,10,8,9,9,N/A,N/A,8,9,65 to 74
Acela,Business Class,113,185,1,1,10,10,10,10,10,10,N/A,9,8,9,65 to 74
Acela,Business Class,127,220,70,68,7,9,1,3,4,7,8,7,5,5,25 to 34
Acela,Business Class,71,225,0,2,,,,,,,,,,,
Acela,Business Class,155,225,0,11,,,,,,,,,,,
Acela,First Class,202,109,2,2,10,10,10,N/A,9,9,N/A,7,10,10,55 to 64
Acela,Business Class,145.8,373,1,-3,,,,,,,,,,,
Acela,Business Class,114.3,232,0,-1,7,10,10,10,10,7,N/A,N/A,10,10,75 or older
Acela,Business Class,167.4,220,2,-7,8,9,8,8,8,7,N/A,7,N/A,8,65 to 74
Acela,Business Class,216,231,0,-4,8,9,9,9,8,9,7,8,9,9,55 to 64
Acela,Business Class,139.5,225,0,-2,,,,,,,,,,,
Acela,Business Class,23,40,4,1,10,8,9,9,9,9,N/A,N/A,9,9,35 to 44
Acela,Business Class,139.5,225,0,1,10,9,10,6,10,10,N/A,10,N/A,9,65 to 74
Acela,First Class,394.3,458,0,-2,,,,,,,,,,,
Acela,Business Class,277,231,116,128,6,10,1,3,7,7,N/A,N/A,7,N/A,45 to 54
Acela,Business Class,127,231,0,5,,,,,,,,,,,
Acela,First Class,241,231,0,-8,,,,,,,,,,,
Acela,Business Class,66.6,383,0,1,,,,,,,,,,,
Acela,Business Class,110,134,0,0,,,,,,,,,,,
Acela,Business Class,91,225,0,-8,9,6,10,5,9,9,N/A,N/A,10,9,45 to 54
Acela,Business Class,284.4,201,0,-1,,,,,,,,,,,
Acela,Business Class,152,242,0,28,8,8,7,9,6,7,N/A,N/A,N/A,7,25 to 34
Acela,Business Class,267,196,9,-3,10,10,10,10,10,10,10,N/A,10,10,35 to 44
Acela,Business Class,66.6,457,0,-3,,,,,,,,,,,
Acela,Business Class,216,220,2,-1,10,10,10,10,9,10,N/A,N/A,10,10,Prefer not to answer
Acela,Business Class,66,75,0,-8,,,,,,,,,,,
Acela,Business Class,155,215,7,1,8,7,6,9,7,9,8,8,10,10,55 to 64
Acela,Business Class,58,230,0,-3,9,9,9,10,7,8,N/A,8,8,8,55 to 64
Acela,Business Class,152,220,1,4,,,,,,,,,,,
Acela,Business Class,152,0,7,-7,,,,,,,,,,,
Acela,Business Class,194,457,0,-3,6,5,8,5,7,2,N/A,N/A,5,N/A,65 to 74
Acela,Business Class,147,196,0,1,9,5,10,10,10,10,N/A,N/A,N/A,10,18 to 24
Acela,Business Class,58,230,116,126,6,3,0,0,9,7,0,7,5,5,25 to 34
Acela,Business Class,110,134,2,-4,,,,,,,,,,,
Acela,Business Class,45,91,28,26,0,10,0,4,2,2,N/A,N/A,2,8,35 to 44
Acela,Business Class,71,226,7,1,,,,,,,,,,,
Acela,Business Class,211,185,1,11,,,,,,,,,,,
Acela,Business Class,337,225,7,1,8,9,9,9,9,9,,,,,65 to 74
Acela,First Class,476,185,9,-5,10,8,8,8,7,7,8,7,10,10,65 to 74
Acela,First Class,320,91,7,1,10,10,10,10,8,10,10,8,10,10,75 or older
Acela,Business Class,240,134,2,0,,,,,,,,,,,
Acela,Business Class,161.1,311,1,1,10,10,10,10,10,10,N/A,N/A,10,10,65 to 74
Acela,Business Class,45,91,1,-2,,,,,,,,,,,
Acela,Business Class,150,322,5,26,,,,,,,,,,,
Acela,Business Class,100,220,126,120,,,,,,,,,,,
Acela,Business Class,119,115,3,-8,,,,,,,,,,,
Acela,Business Class,327,323,3,72,10,10,10,10,10,10,N/A,N/A,10,10,75 or older
Acela,Business Class,40.5,116,1,11,,,,,,,,,,,
Acela,Business Class,139.5,225,0,-2,10,10,10,10,10,10,N/A,N/A,10,10,45 to 54
Acela,Business Class,114.3,256,0,0,8,8,10,10,8,6,8,2,9,9,75 or older
Acela,Business Class,78,127,2,2,,,,,,,,,,,
Acela,First Class,293,232,0,-4,,,,,,,,,,,
Acela,Business Class,67.5,231,0,-8,9,9,10,10,10,10,7,10,N/A,10,55 to 64
Acela,Business Class,99,134,3,7,,,,,,,,,,,
Acela,Business Class,216,231,116,128,3,8,1,1,3,4,4,2,8,8,25 to 34
Acela,First Class,192,220,4,-7,10,9,10,10,10,10,8,8,10,10,35 to 44
Acela,Business Class,135,311,7,-4,,,,,,,,,,,
Acela,Business Class,52.2,231,0,-8,,,,,,,,,,,
Acela,Business Class,132,134,0,7,10,8,8,8,8,8,N/A,8,N/A,10,55 to 64
Acela,Business Class,58,220,2,-7,,,,,,,,,,,
Acela,Business Class,337,225,0,5,10,8,9,8,9,9,9,7,6,9,45 to 54
Acela,Business Class,216,116,7,10,9,8,8,9,8,9,N/A,8,7,10,55 to 64
Acela,Business Class,23,25,5,7,,,,,,,,,,,
Acela,First Class,357,232,0,4,8,9,3,4,9,9,9,9,9,9,65 to 74
Acela,Business Class,216,231,70,69,0,7,0,0,6,5,N/A,1,N/A,N/A,Prefer not to answer
Acela,First Class,241,220,116,126,,,,,,,,,,,
Acela,Business Class,96,196,0,4,7,6,8,0,7,8,N/A,N/A,3,6,25 to 34
Acela,Business Class,131.4,188,5,6,10,10,10,10,8,10,N/A,10,10,10,65 to 74
Acela,Business Class,139.5,225,0,1,10,10,10,10,10,8,10,N/A,10,10,65 to 74
Acela,Business Class,63.9,225,0,-2,10,9,9,10,10,10,9,5,7,7,55 to 64
Acela,Business Class,71,225,0,-1,8,10,10,10,10,7,N/A,10,10,10,65 to 74
Acela,Business Class,58,231,0,0,2,0,10,2,10,5,N/A,N/A,0,10,25 to 34
Acela,Business Class,263,225,0,-8,,,,,,,,,,,
Acela,Business Class,152,231,3,-1,9,8,10,8,8,7,3,N/A,N/A,6,25 to 34
Acela,Business Class,168,116,2,2,10,10,10,10,10,10,N/A,8,10,10,55 to 64
Acela,Business Class,155,225,0,1,8,7,10,10,9,8,N/A,5,N/A,8,35 to 44
Acela,Business Class,155,225,0,2,,,,,,,,,,,
Acela,Business Class,203.4,225,7,1,,,,,,,,,,,
Acela,Business Class,146,198,2,0,,,,,,,,,,,
Acela,Business Class,41,80,10,3,10,10,10,10,10,10,N/A,N/A,10,7,35 to 44
Acela,Business Class,58,254,5,29,8,8,8,7,8,8,N/A,6,8,8,18 to 24
Acela,Business Class,88,322,0,-1,,,,,,,,,,,
Acela,Business Class,185,225,5,-1,,,,,,,,,,,
Acela,Business Class,75,219,2,12,,,,,,,,,,,
Acela,Business Class,22,30,0,-1,10,9,10,8,9,9,N/A,N/A,8,8,45 to 54
Acela,Business Class,135,323,0,1,8,4,9,2,10,10,10,10,7,10,65 to 74
Acela,Business Class,58,232,0,-2,10,10,10,10,10,10,10,8,10,10,35 to 44
Acela,Business Class,58,232,0,30,,,,,,,,,,,
Acela,First Class,221.4,188,10,1,9,10,9,10,8,9,N/A,N/A,8,10,65 to 74
Acela,Business Class,168,116,2,1,8,10,5,2,7,7,2,2,0,8,55 to 64
Acela,Business Class,127,232,0,1,5,8,8,1,2,3,N/A,0,2,5,55 to 64
Acela,Business Class,175,157,0,26,,,,,,,,,,,
Acela,Business Class,318,445,0,2,,,,,,,,,,,
Acela,Business Class,121,225,0,-5,10,10,10,10,10,10,10,N/A,10,10,65 to 74
Acela,First Class,173,134,0,6,,,,,,,,,,,
Acela,Business Class,58,220,2,30,,,,,,,,,,,
Acela,Business Class,45,116,5,-6,10,10,10,10,10,10,N/A,N/A,10,10,35 to 44
Acela,Business Class,58,231,1,30,9,9,9,9,9,8,N/A,8,3,9,18 to 24
Acela,Business Class,337,225,0,5,8,6,5,5,8,8,6,5,8,8,35 to 44
Acela,Business Class,56,188,14,5,9,10,7,9,9,7,5,N/A,N/A,9,45 to 54
Acela,Business Class,75,243,5,4,8,10,10,10,6,7,N/A,10,8,8,45 to 54
Acela,Business Class,95,69,4,4,10,10,10,10,10,10,10,10,10,10,35 to 44
Acela,Business Class,58,232,0,5,,,,,,,,,,,
Acela,Business Class,303,215,0,6,,,,,,,,,,,
Acela,Business Class,50,134,1,7,,,,,,,,,,,
Acela,Business Class,58,232,0,-7,10,9,10,10,10,9,N/A,7,10,10,18 to 24
Acela,Business Class,174.6,405,2,-9,,,,,,,,,,,
Acela,Business Class,75,231,2,5,6,8,8,8,8,8,N/A,N/A,N/A,,35 to 44
Acela,Business Class,91,225,0,0,,,,,,,,,,,
Acela,Business Class,155,225,5,-1,,,,,,,,,,,
Acela,Business Class,277,232,0,0,,,,,,,,,,,
Acela,Business Class,246,185,3,0,10,10,10,10,3,10,N/A,8,9,9,55 to 64
Acela,Business Class,58,232,1,-4,,,,,,,,,,,
Acela,Business Class,117,151,10,3,7,8,9,10,8,8,7,0,6,8,65 to 74
Acela,Business Class,185,225,0,4,9,10,9,9,9,10,N/A,N/A,10,10,75 or older
Acela,Business Class,56,198,14,10,,,,,,,,,,,
Acela,Business Class,58,232,2,-7,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,155,225,0,0,10,10,10,10,8,9,N/A,1,10,10,35 to 44
Acela,Business Class,58,231,1,30,,,,,,,,,,,
Acela,Business Class,152,231,3,1,,,,,,,,,,,
Acela,Business Class,226,225,0,-6,,,,,,,,,,,
Acela,Business Class,58,232,0,30,,,,,,,,,,,
Acela,Business Class,185,225,0,5,10,10,10,10,10,10,N/A,10,10,10,18 to 24
Acela,Business Class,58,231,4,-1,,,,,,,,,,,
Acela,Business Class,45,91,0,-5,10,10,10,10,8,10,N/A,0,10,10,25 to 34
Acela,Business Class,185,225,0,0,,,,,,,,,,,
Acela,Business Class,151.2,106,6,6,5,10,9,10,8,5,N/A,3,10,10,65 to 74
Acela,Business Class,108.9,225,0,0,,,,,,,,,,,
Acela,Business Class,58,232,0,5,10,10,10,10,8,10,10,N/A,7,10,65 to 74
Acela,Business Class,86,134,2,-8,9,9,10,10,9,10,N/A,N/A,10,10,65 to 74
Acela,Business Class,185,225,30,28,4,4,1,1,4,4,N/A,1,4,5,45 to 54
Acela,First Class,185,225,0,-6,8,6,8,8,6,9,4,5,7,9,35 to 44
Acela,Business Class,62.1,79,3,0,,,,,,,,,,,
Acela,Business Class,121,225,0,0,10,10,10,10,10,10,N/A,N/A,10,10,65 to 74
Acela,Business Class,152,231,7,0,,,,,,,,,,,
Acela,First Class,206,91,2,0,10,10,10,10,10,10,10,7,10,10,25 to 34
Acela,Business Class,185,225,0,-6,8,8,6,8,9,6,N/A,8,7,7,45 to 54
Acela,First Class,206,91,5,3,,,,,,,,,,,
Acela,Business Class,110,134,0,3,9,7,10,9,9,9,N/A,N/A,6,7,75 or older
Acela,Business Class,145,195,1,9,8,8,10,N/A,7,8,7,6,N/A,8,55 to 64
Acela,Business Class,127,231,0,-2,,,,,,,,,,,
Acela,Business Class,58,232,2,-7,7,3,8,2,7,9,7,5,8,10,35 to 44
Acela,First Class,162,414,2,2,9,10,10,10,10,1,3,,10,10,65 to 74
Acela,Business Class,186,220,5,0,0,0,0,0,0,0,0,0,7,7,25 to 34
Acela,Business Class,71,225,0,0,10,10,10,10,10,10,N/A,9,10,10,55 to 64
Acela,First Class,407,195,1,9,9,7,8,8,10,9,10,9,9,9,45 to 54
Acela,Business Class,226,225,1,9,,,,,,,,,,,
Acela,Business Class,143,232,0,-7,,,,,,,,,,,
Acela,Business Class,100,220,2,5,10,10,10,10,10,10,N/A,N/A,10,10,55 to 64
Acela,Business Class,108.9,215,0,4,10,9,10,9,10,10,9,9,10,10,Prefer not to answer
Acela,Business Class,152,242,0,0,,,,,,,,,,,
Acela,Business Class,58,232,0,-1,,,,,,,,,,,
Acela,Business Class,317.7,405,3,2,8,10,10,10,5,8,9,9,8,8,65 to 74
Acela,Business Class,147,196,6,13,,,,,,,,,,,
Acela,Business Class,127,232,0,-6,10,9,10,9,9,10,N/A,N/A,10,10,75 or older
Acela,Business Class,226,225,0,0,,,,,,,,,,,
Acela,First Class,101,85,7,2,10,10,10,10,10,10,10,10,10,10,45 to 54
Acela,Business Class,121,225,0,-5,,,,,,,,,,,
Acela,Business Class,263,225,5,-1,10,10,10,10,10,10,N/A,5,10,10,55 to 64
Acela,Business Class,56,183,4,3,,,,,,,,,,,
Acela,Business Class,155,226,2,2,,,,,,,,,,,
Acela,Business Class,127,232,0,-1,,,,,,,,,,,
Acela,Business Class,168,279,14,3,,,,,,,,,,,
Acela,Business Class,152,232,0,1,,,,,,,,,,,
Acela,Business Class,185,225,0,0,,,,,,,,,,,
Acela,Business Class,119,116,0,2,,,,,,,,,,,
Acela,Business Class,91,225,0,-4,,,,,,,,,,,
Acela,Business Class,71,225,0,-4,9,7,10,10,10,10,2,10,10,10,18 to 24
Acela,Business Class,59.4,201,0,0,,,,,,,,,,,
Acela,Business Class,185,225,0,-6,10,10,10,10,10,10,N/A,10,10,10,55 to 64
Acela,Business Class,72,188,7,-4,,,,,,,,,,,
Acela,Business Class,135,323,0,1,,,,,,,,,,,
Acela,Business Class,147,184,4,-6,,,,,,,,,,,
Acela,Business Class,56,188,14,5,8,6,8,6,8,6,5,5,8,8,45 to 54
Acela,Business Class,303,225,30,28,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,First Class,357,241,0,0,,,,,,,,,,,
Acela,Business Class,45,75,2,-4,,,,,,,,,,,
Acela,Business Class,127,232,0,-1,,,,,,,,,,,
Acela,Business Class,185,225,0,-5,,,,,,,,,,,
Acela,Business Class,139.5,225,0,-6,10,10,10,10,10,10,N/A,10,10,9,65 to 74
Acela,Business Class,191,91,7,9,,,,,,,,,,,
Acela,Business Class,127,232,0,30,10,10,5,8,10,10,5,9,10,10,65 to 74
Acela,Business Class,139.5,225,0,5,,,,,,,,,,,
Acela,First Class,209,116,0,2,10,10,10,10,10,10,10,10,10,10,35 to 44
Acela,Business Class,123,184,2,-7,10,9,10,10,10,10,N/A,N/A,10,10,18 to 24
Acela,Business Class,56,195,6,11,9,7,9,7,8,8,N/A,6,8,8,55 to 64
Acela,Business Class,263,225,0,5,7,5,9,5,5,6,N/A,N/A,5,5,55 to 64
Acela,Business Class,99,134,0,1,8,7,10,10,10,9,9,9,7,0,45 to 54
Acela,Business Class,85,201,0,0,0,4,5,5,5,1,5,0,8,8,18 to 24
Acela,Business Class,59,116,3,5,,,,,,,,,,,
Acela,Business Class,66,202,32,28,,,,,,,,,,,
Acela,Business Class,152,220,0,2,9,10,10,10,9,9,N/A,8,9,8,18 to 24
Acela,Business Class,123,75,63,58,,,,,,,,,,,
Acela,Business Class,121,226,50,80,,,,,,,,,,,
Acela,Business Class,165,91,46,51,,,,,,,,,,,
Acela,Business Class,146,188,4,-4,10,10,10,10,10,10,7,8,10,10,45 to 54
Acela,Business Class,226,225,0,4,,,,,,,,,,,
Acela,Business Class,186,232,0,6,,,,,,,,,,,
Acela,Business Class,184,85,0,0,9,9,9,9,9,9,N/A,6,9,9,55 to 64
Acela,Business Class,136.8,232,0,-4,,,,,,,,,,,
Acela,Business Class,152,232,0,2,,,,,,,,,,,
Acela,Business Class,226,225,0,-3,,,,,,,,,,,
Acela,Business Class,65,134,0,1,10,10,10,10,7,10,N/A,3,9,9,55 to 64
Acela,Business Class,109.8,188,3,6,,,,,,,,,,,
Acela,Business Class,185,215,0,9,,,,,,,,,,,
Acela,Business Class,75,231,0,7,8,7,7,4,8,9,N/A,7,8,8,25 to 34
Acela,Business Class,249,220,2,6,,,,,,,,,,,
Acela,Business Class,139,167,1,0,,,,,,,,,,,
Acela,Business Class,114.3,220,2,46,,,,,,,,,,,
Acela,First Class,225,90,1,-12,,,,,,,,,,,
Acela,First Class,203.4,225,0,63,6,7,2,3,7,7,8,7,7,8,65 to 74
Acela,First Class,239,279,66,62,,,,,,,,,,,
Acela,Business Class,263,225,0,63,,,,,,,,,,,
Acela,Business Class,152,232,0,46,10,10,9,10,10,10,N/A,10,10,10,75 or older
Acela,Business Class,226,225,0,5,7,8,8,8,6,7,N/A,7,7,7,45 to 54
Acela,Business Class,71,225,6,11,10,10,10,10,10,10,N/A,N/A,10,10,65 to 74
Acela,Business Class,145,195,2,-4,6,9,9,9,8,8,N/A,8,10,N/A,55 to 64
Acela,Business Class,226,225,0,5,,,,,,,,,,,
Acela,First Class,167.4,232,0,97,,,,,,,,,,,
Acela,First Class,373,201,1,0,,,,,,,,,,,
Acela,Business Class,146,188,4,-4,9,8,8,9,8,7,6,2,10,10,55 to 64
Acela,Business Class,72,188,0,-11,,,,,,,,,,,
Acela,Business Class,249,232,0,6,7,7,8,9,9,6,N/A,6,8,6,45 to 54
Acela,Business Class,186,220,2,46,1,5,0,0,5,1,0,4,10,0,35 to 44
Acela,First Class,268,232,0,43,,,,,,,,,,,
Acela,Business Class,70.2,116,66,63,10,9,5,8,9,10,N/A,N/A,10,10,35 to 44
Acela,Business Class,203.4,225,0,2,9,8,8,10,10,9,N/A,8,8,10,75 or older
Acela,Business Class,155,300,0,2,,,,,,,,,,,
Acela,Business Class,75,220,0,-11,,,,,,,,,,,
Acela,Business Class,58,231,63,57,4,10,2,0,9,9,N/A,N/A,N/A,9,25 to 34
Acela,First Class,188,232,0,2,5,7,10,10,8,9,2,8,5,3,35 to 44
Acela,Business Class,100,231,1,97,,,,,,,,,,,
Acela,Business Class,303,225,0,63,2,4,0,7,8,6,3,3,6,3,35 to 44
Acela,Business Class,186,232,0,-3,,,,,,,,,,,
Acela,Business Class,75,220,0,-5,8,8,6,8,8,8,8,8,8,8,35 to 44
Acela,Business Class,121,225,0,-2,,,,,,,,,,,
Acela,Business Class,186,231,63,57,8,8,6,8,8,8,N/A,8,8,8,18 to 24
Acela,Business Class,86,134,1,2,,,,,,,,,,,
Acela,Business Class,71,225,0,-12,10,10,10,10,10,10,N/A,10,10,10,45 to 54
Acela,Business Class,121,225,0,-4,7,7,10,10,5,6,N/A,N/A,8,8,45 to 54
Acela,First Class,357,231,14,78,,,,,,,,,,,
Acela,Business Class,56,188,63,62,10,10,0,0,10,10,N/A,N/A,3,10,65 to 74
Acela,Business Class,155,225,0,2,10,8,10,10,9,8,N/A,8,8,8,55 to 64
Acela,Business Class,72,188,0,-11,3,4,0,3,4,7,5,1,N/A,3,45 to 54
Acela,Business Class,155,225,22,19,,,,,,,,,,,
Acela,Business Class,194,445,3,1,10,10,10,10,10,8,N/A,10,10,7,65 to 74
Acela,Business Class,100,220,2,46,,,,,,,,,,,
Acela,Business Class,127,231,2,-4,10,10,10,10,10,10,7,10,10,10,55 to 64
Acela,Business Class,58,232,0,-3,,,,,,,,,,,
Acela,First Class,281,188,3,97,9,6,1,2,8,10,9,10,10,10,55 to 64
Acela,Business Class,63.9,225,0,-6,10,9,9,10,9,8,9,9,9,7,65 to 74
Acela,Business Class,88,94,4,0,2,7,1,7,7,7,5,5,8,8,25 to 34
Acela,Business Class,71,225,0,-6,,,,,,,,,,,
Acela,Business Class,71,225,0,-6,,,,,,,,,,,
Acela,Business Class,71,225,0,-12,,,,,,,,,,,
Acela,Business Class,68.4,91,22,30,,,,,,,,,,,
Acela,Business Class,99,116,5,5,,,,,,,,,,,
Acela,Business Class,113,185,6,3,,,,,,,,,,,
Acela,Business Class,52.2,220,0,2,,,,,,,,,,,
Acela,Business Class,121,262,21,51,,,,,,,,,,,
Acela,Business Class,142,91,50,64,4,7,2,0,2,7,N/A,N/A,4,6,55 to 64
Acela,Business Class,152,231,63,57,,,,,,,,,,,
Acela,First Class,327,225,6,11,,,,,,,,,,,
Acela,Business Class,152,231,0,1,,,,,,,,,,,
Acela,Business Class,72,188,3,97,,,,,,,,,,,
Acela,Business Class,67.5,231,5,206,,,,,,,,,,,
Acela,Business Class,171,152,77,85,,,,,,,,,,,
Acela,Business Class,155,225,0,4,10,10,10,10,10,10,N/A,6,10,10,45 to 54
Acela,Business Class,144,75,0,46,6,8,1,5,8,8,N/A,10,10,10,65 to 74
Acela,Business Class,185,225,103,133,,,,,,,,,,,
Acela,Business Class,71,225,0,-4,,,,,,,,,,,
Acela,First Class,196,75,0,-4,,,,,,,,,,,
Acela,First Class,173,233,0,83,0,3,0,0,5,5,0,5,N/A,5,55 to 64
Acela,Business Class,100,232,5,209,10,10,10,10,10,10,5,8,10,10,55 to 64
Acela,Business Class,127,231,0,-11,8,9,9,7,9,9,7,9,9,9,65 to 74
Acela,Business Class,152,230,63,55,10,10,5,4,10,10,5,5,10,10,18 to 24
Acela,Business Class,75,231,0,7,,,,,,,,,,,
Acela,Business Class,100,232,0,2,10,10,10,10,10,10,10,10,10,10,65 to 74
Acela,Business Class,85,152,31,30,10,10,6,10,10,10,N/A,7,N/A,6,55 to 64
Acela,Business Class,158,348,0,53,10,10,8,10,10,10,10,10,10,10,65 to 74
Acela,Business Class,113,185,0,-2,0,0,10,0,4,10,N/A,10,N/A,10,55 to 64
Acela,Business Class,127,220,2,6,,,,,,,,,,,
Acela,Business Class,122,188,0,-11,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,155,225,103,133,,,,,,,,,,,
Acela,Business Class,31,40,0,-2,9,9,10,10,10,10,N/A,N/A,10,10,55 to 64
Acela,Business Class,45,134,2,0,,,,,,,,,,,
Acela,Business Class,162,413,0,-2,,,,,,,,,,,
Acela,Business Class,211,185,2,-4,9,9,10,9,9,9,5,8,6,7,75 or older
Acela,Business Class,91,225,0,-3,,,,,,,,,,,
Acela,Business Class,123,183,3,2,,,,,,,,,,,
Acela,Business Class,168,116,8,4,,,,,,,,,,,
Acela,Business Class,166.5,216,67,80,9,9,4,10,9,9,N/A,9,8,10,65 to 74
Acela,Business Class,277,230,63,55,7,7,9,7,8,6,4,2,9,8,65 to 74
Acela,Business Class,61,43,3,4,,,,,,,,,,,
Acela,Business Class,85,185,0,-5,10,10,10,10,9,9,N/A,N/A,10,10,25 to 34
Acela,Business Class,185,226,50,80,10,10,10,10,10,10,5,6,10,7,45 to 54
Acela,First Class,461,322,2,-2,,,,,,,,,,,
Acela,Business Class,71,225,6,11,,,,,,,,,,,
Acela,Business Class,211,185,3,-1,10,10,10,10,9,9,N/A,7,10,10,55 to 64
Acela,Business Class,337,215,0,66,2,7,0,2,7,7,6,4,8,8,25 to 34
Acela,Business Class,216,106,1,0,,,,,,,,,,,
Acela,Business Class,111,184,77,78,,,,,,,,,,,
Acela,Business Class,186,232,0,46,8,8,5,7,7,9,7,N/A,7,8,55 to 64
Acela,First Class,91,225,0,-3,,,,,,,,,,,
Acela,Business Class,113,195,0,0,8,8,8,8,6,7,N/A,3,8,5,55 to 64
Acela,Business Class,23,40,2,3,,,,,,,,,,,
Acela,First Class,327,220,2,46,7,7,9,9,5,8,6,9,3,7,55 to 64
Acela,Business Class,66,75,5,188,,,,,,,,,,,
Acela,Business Class,129,134,0,66,,,,,,,,,,,
Acela,Business Class,40,40,0,65,,,,,,,,,,,
Acela,Business Class,152,232,0,7,9,8,10,10,10,10,N/A,10,10,10,55 to 64
Acela,Business Class,246,195,22,27,5,8,0,4,8,7,N/A,4,9,9,35 to 44
Acela,Business Class,99,134,0,1,8,9,10,N/A,2,5,7,N/A,10,10,25 to 34
Acela,Business Class,166.5,225,0,4,10,7,10,8,10,8,8,4,9,9,65 to 74
Acela,Business Class,108.9,225,0,-2,8,9,9,9,9,10,N/A,N/A,9,9,65 to 74
Acela,Business Class,57,91,0,-2,9,9,9,9,9,9,N/A,N/A,10,1,55 to 64
